Generating concrete workflow
2022.05.09 14:37:42.939 GMT: [WARNING]  --dax option is deprecated. The abstract workflow is passed via the last positional argument on the commandline. 
2022.05.09 14:37:43.758 GMT: [DEBUG]  Trying to get TCEntries for inference_ID0 on resource ALL of type ALL 
2022.05.09 14:37:43.758 GMT: [DEBUG]  [Random Selector] Mapped inference_ID0_ID0000105 to condorpool_symlink 
2022.05.09 14:37:43.758 GMT: [DEBUG]  Trying to get TCEntries for inference_ID0 on resource ALL of type ALL 
2022.05.09 14:37:43.758 GMT: [DEBUG]  [Random Selector] Mapped inference_ID0_ID0000101 to condorpool_symlink 
2022.05.09 14:37:43.758 GMT: [DEBUG]  Trying to get TCEntries for inference_ID0 on resource ALL of type ALL 
2022.05.09 14:37:43.758 GMT: [DEBUG]  [Random Selector] Mapped inference_ID0_ID0000117 to condorpool_symlink 
2022.05.09 14:37:43.758 GMT: [DEBUG]  Trying to get TCEntries for inference_ID0 on resource ALL of type ALL 
2022.05.09 14:37:43.758 GMT: [DEBUG]  [Random Selector] Mapped inference_ID0_ID0000119 to condorpool_symlink 
2022.05.09 14:37:43.758 GMT: [DEBUG]  Trying to get TCEntries for inference_ID0 on resource ALL of type ALL 
2022.05.09 14:37:43.758 GMT: [DEBUG]  [Random Selector] Mapped inference_ID0_ID0000113 to condorpool_symlink 
2022.05.09 14:37:43.758 GMT: [DEBUG]  Trying to get TCEntries for inference_ID0 on resource ALL of type ALL 
2022.05.09 14:37:43.758 GMT: [DEBUG]  [Random Selector] Mapped inference_ID0_ID0000115 to condorpool_symlink 
2022.05.09 14:37:43.758 GMT: [DEBUG]  Trying to get TCEntries for inference_ID0 on resource ALL of type ALL 
2022.05.09 14:37:43.758 GMT: [DEBUG]  [Random Selector] Mapped inference_ID0_ID0000111 to condorpool_symlink 
2022.05.09 14:37:43.758 GMT: [DEBUG]  Trying to get TCEntries for inference_ID0 on resource ALL of type ALL 
2022.05.09 14:37:43.758 GMT: [DEBUG]  [Random Selector] Mapped inference_ID0_ID0000129 to condorpool_symlink 
2022.05.09 14:37:43.758 GMT: [DEBUG]  Trying to get TCEntries for inference_ID0 on resource ALL of type ALL 
2022.05.09 14:37:43.758 GMT: [DEBUG]  [Random Selector] Mapped inference_ID0_ID0000007 to condorpool_symlink 
2022.05.09 14:37:43.758 GMT: [DEBUG]  Trying to get TCEntries for inference_ID0 on resource ALL of type ALL 
2022.05.09 14:37:43.758 GMT: [DEBUG]  [Random Selector] Mapped inference_ID0_ID0000009 to condorpool_symlink 
2022.05.09 14:37:43.758 GMT: [DEBUG]  Trying to get TCEntries for inference_ID0 on resource ALL of type ALL 
2022.05.09 14:37:43.759 GMT: [DEBUG]  [Random Selector] Mapped inference_ID0_ID0000125 to condorpool_symlink 
2022.05.09 14:37:43.759 GMT: [DEBUG]  Trying to get TCEntries for inference_ID0 on resource ALL of type ALL 
2022.05.09 14:37:43.759 GMT: [DEBUG]  [Random Selector] Mapped inference_ID0_ID0000003 to condorpool_symlink 
2022.05.09 14:37:43.759 GMT: [DEBUG]  Trying to get TCEntries for inference_ID0 on resource ALL of type ALL 
2022.05.09 14:37:43.759 GMT: [DEBUG]  [Random Selector] Mapped inference_ID0_ID0000127 to condorpool_symlink 
2022.05.09 14:37:43.759 GMT: [DEBUG]  Trying to get TCEntries for inference_ID0 on resource ALL of type ALL 
2022.05.09 14:37:43.759 GMT: [DEBUG]  [Random Selector] Mapped inference_ID0_ID0000005 to condorpool_symlink 
2022.05.09 14:37:43.759 GMT: [DEBUG]  Trying to get TCEntries for inference_ID0 on resource ALL of type ALL 
2022.05.09 14:37:43.759 GMT: [DEBUG]  [Random Selector] Mapped inference_ID0_ID0000121 to condorpool_symlink 
2022.05.09 14:37:43.759 GMT: [DEBUG]  Trying to get TCEntries for inference_ID0 on resource ALL of type ALL 
2022.05.09 14:37:43.759 GMT: [DEBUG]  [Random Selector] Mapped inference_ID0_ID0000123 to condorpool_symlink 
2022.05.09 14:37:43.759 GMT: [DEBUG]  Trying to get TCEntries for inference_ID0 on resource ALL of type ALL 
2022.05.09 14:37:43.759 GMT: [DEBUG]  [Random Selector] Mapped inference_ID0_ID0000001 to condorpool_symlink 
2022.05.09 14:37:43.759 GMT: [DEBUG]  Trying to get TCEntries for inference_ID0 on resource ALL of type ALL 
2022.05.09 14:37:43.759 GMT: [DEBUG]  [Random Selector] Mapped inference_ID0_ID0000019 to condorpool_symlink 
2022.05.09 14:37:43.759 GMT: [DEBUG]  Trying to get TCEntries for inference_ID0 on resource ALL of type ALL 
2022.05.09 14:37:43.759 GMT: [DEBUG]  [Random Selector] Mapped inference_ID0_ID0000139 to condorpool_symlink 
2022.05.09 14:37:43.759 GMT: [DEBUG]  Trying to get TCEntries for inference_ID0 on resource ALL of type ALL 
2022.05.09 14:37:43.759 GMT: [DEBUG]  [Random Selector] Mapped inference_ID0_ID0000015 to condorpool_symlink 
2022.05.09 14:37:43.759 GMT: [DEBUG]  Trying to get TCEntries for inference_ID0 on resource ALL of type ALL 
2022.05.09 14:37:43.759 GMT: [DEBUG]  [Random Selector] Mapped inference_ID0_ID0000135 to condorpool_symlink 
2022.05.09 14:37:43.759 GMT: [DEBUG]  Trying to get TCEntries for inference_ID0 on resource ALL of type ALL 
2022.05.09 14:37:43.759 GMT: [DEBUG]  [Random Selector] Mapped inference_ID0_ID0000017 to condorpool_symlink 
2022.05.09 14:37:43.759 GMT: [DEBUG]  Trying to get TCEntries for inference_ID0 on resource ALL of type ALL 
2022.05.09 14:37:43.759 GMT: [DEBUG]  [Random Selector] Mapped inference_ID0_ID0000137 to condorpool_symlink 
2022.05.09 14:37:43.759 GMT: [DEBUG]  Trying to get TCEntries for inference_ID0 on resource ALL of type ALL 
2022.05.09 14:37:43.760 GMT: [DEBUG]  [Random Selector] Mapped inference_ID0_ID0000011 to condorpool_symlink 
2022.05.09 14:37:43.760 GMT: [DEBUG]  Trying to get TCEntries for inference_ID0 on resource ALL of type ALL 
2022.05.09 14:37:43.760 GMT: [DEBUG]  [Random Selector] Mapped inference_ID0_ID0000131 to condorpool_symlink 
2022.05.09 14:37:43.760 GMT: [DEBUG]  Trying to get TCEntries for inference_ID0 on resource ALL of type ALL 
2022.05.09 14:37:43.760 GMT: [DEBUG]  [Random Selector] Mapped inference_ID0_ID0000013 to condorpool_symlink 
2022.05.09 14:37:43.760 GMT: [DEBUG]  Trying to get TCEntries for inference_ID0 on resource ALL of type ALL 
2022.05.09 14:37:43.760 GMT: [DEBUG]  [Random Selector] Mapped inference_ID0_ID0000133 to condorpool_symlink 
2022.05.09 14:37:43.760 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.760 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000030 to condorpool_symlink 
2022.05.09 14:37:43.760 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.760 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000148 to condorpool_symlink 
2022.05.09 14:37:43.760 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.760 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000026 to condorpool_symlink 
2022.05.09 14:37:43.760 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.760 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000150 to condorpool_symlink 
2022.05.09 14:37:43.760 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.760 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000028 to condorpool_symlink 
2022.05.09 14:37:43.760 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.761 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000144 to condorpool_symlink 
2022.05.09 14:37:43.761 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.761 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000022 to condorpool_symlink 
2022.05.09 14:37:43.761 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.761 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000146 to condorpool_symlink 
2022.05.09 14:37:43.761 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.761 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000024 to condorpool_symlink 
2022.05.09 14:37:43.761 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.761 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000142 to condorpool_symlink 
2022.05.09 14:37:43.761 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.761 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000038 to condorpool_symlink 
2022.05.09 14:37:43.761 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.761 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000158 to condorpool_symlink 
2022.05.09 14:37:43.761 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.761 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000040 to condorpool_symlink 
2022.05.09 14:37:43.761 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.761 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000160 to condorpool_symlink 
2022.05.09 14:37:43.761 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.761 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000034 to condorpool_symlink 
2022.05.09 14:37:43.761 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.761 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000154 to condorpool_symlink 
2022.05.09 14:37:43.761 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.761 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000036 to condorpool_symlink 
2022.05.09 14:37:43.761 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.762 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000156 to condorpool_symlink 
2022.05.09 14:37:43.762 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.762 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000032 to condorpool_symlink 
2022.05.09 14:37:43.762 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.762 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000152 to condorpool_symlink 
2022.05.09 14:37:43.762 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.762 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000170 to condorpool_symlink 
2022.05.09 14:37:43.762 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.762 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000048 to condorpool_symlink 
2022.05.09 14:37:43.762 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.762 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000050 to condorpool_symlink 
2022.05.09 14:37:43.762 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.762 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000166 to condorpool_symlink 
2022.05.09 14:37:43.762 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.762 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000044 to condorpool_symlink 
2022.05.09 14:37:43.762 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.762 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000168 to condorpool_symlink 
2022.05.09 14:37:43.762 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.762 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000046 to condorpool_symlink 
2022.05.09 14:37:43.762 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.763 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000162 to condorpool_symlink 
2022.05.09 14:37:43.763 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.763 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000164 to condorpool_symlink 
2022.05.09 14:37:43.763 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.763 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000042 to condorpool_symlink 
2022.05.09 14:37:43.763 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.763 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000182 to condorpool_symlink 
2022.05.09 14:37:43.763 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.763 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000060 to condorpool_symlink 
2022.05.09 14:37:43.763 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.763 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000180 to condorpool_symlink 
2022.05.09 14:37:43.763 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.763 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000056 to condorpool_symlink 
2022.05.09 14:37:43.763 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.763 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000176 to condorpool_symlink 
2022.05.09 14:37:43.763 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.763 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000058 to condorpool_symlink 
2022.05.09 14:37:43.763 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.763 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000178 to condorpool_symlink 
2022.05.09 14:37:43.763 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.763 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000052 to condorpool_symlink 
2022.05.09 14:37:43.763 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.764 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000172 to condorpool_symlink 
2022.05.09 14:37:43.764 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.764 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000054 to condorpool_symlink 
2022.05.09 14:37:43.764 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.764 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000174 to condorpool_symlink 
2022.05.09 14:37:43.764 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.764 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000072 to condorpool_symlink 
2022.05.09 14:37:43.764 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.764 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000192 to condorpool_symlink 
2022.05.09 14:37:43.764 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.764 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000070 to condorpool_symlink 
2022.05.09 14:37:43.764 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.764 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000188 to condorpool_symlink 
2022.05.09 14:37:43.764 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.764 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000066 to condorpool_symlink 
2022.05.09 14:37:43.764 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.764 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000190 to condorpool_symlink 
2022.05.09 14:37:43.764 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.764 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000068 to condorpool_symlink 
2022.05.09 14:37:43.764 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.764 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000184 to condorpool_symlink 
2022.05.09 14:37:43.764 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.764 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000062 to condorpool_symlink 
2022.05.09 14:37:43.764 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.764 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000186 to condorpool_symlink 
2022.05.09 14:37:43.764 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.764 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000064 to condorpool_symlink 
2022.05.09 14:37:43.764 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.764 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000082 to condorpool_symlink 
2022.05.09 14:37:43.765 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.765 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000078 to condorpool_symlink 
2022.05.09 14:37:43.765 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.765 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000198 to condorpool_symlink 
2022.05.09 14:37:43.765 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.765 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000080 to condorpool_symlink 
2022.05.09 14:37:43.765 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.765 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000200 to condorpool_symlink 
2022.05.09 14:37:43.765 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.765 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000074 to condorpool_symlink 
2022.05.09 14:37:43.765 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.765 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000194 to condorpool_symlink 
2022.05.09 14:37:43.765 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.765 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000076 to condorpool_symlink 
2022.05.09 14:37:43.765 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.765 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000196 to condorpool_symlink 
2022.05.09 14:37:43.765 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.765 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000092 to condorpool_symlink 
2022.05.09 14:37:43.765 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.765 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000094 to condorpool_symlink 
2022.05.09 14:37:43.765 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.765 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000088 to condorpool_symlink 
2022.05.09 14:37:43.765 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.765 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000090 to condorpool_symlink 
2022.05.09 14:37:43.765 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.765 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000084 to condorpool_symlink 
2022.05.09 14:37:43.765 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.765 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000086 to condorpool_symlink 
2022.05.09 14:37:43.765 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.766 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000100 to condorpool_symlink 
2022.05.09 14:37:43.766 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.766 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000096 to condorpool_symlink 
2022.05.09 14:37:43.766 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.766 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000098 to condorpool_symlink 
2022.05.09 14:37:43.766 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.766 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000108 to condorpool_symlink 
2022.05.09 14:37:43.766 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.766 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000110 to condorpool_symlink 
2022.05.09 14:37:43.766 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.766 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000104 to condorpool_symlink 
2022.05.09 14:37:43.766 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.766 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000106 to condorpool_symlink 
2022.05.09 14:37:43.766 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.766 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000102 to condorpool_symlink 
2022.05.09 14:37:43.766 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.766 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000118 to condorpool_symlink 
2022.05.09 14:37:43.766 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.766 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000120 to condorpool_symlink 
2022.05.09 14:37:43.766 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.766 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000114 to condorpool_symlink 
2022.05.09 14:37:43.766 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.766 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000116 to condorpool_symlink 
2022.05.09 14:37:43.766 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.766 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000112 to condorpool_symlink 
2022.05.09 14:37:43.766 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.766 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000130 to condorpool_symlink 
2022.05.09 14:37:43.766 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.766 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000008 to condorpool_symlink 
2022.05.09 14:37:43.766 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.766 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000010 to condorpool_symlink 
2022.05.09 14:37:43.766 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.767 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000126 to condorpool_symlink 
2022.05.09 14:37:43.767 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.767 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000004 to condorpool_symlink 
2022.05.09 14:37:43.767 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.767 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000128 to condorpool_symlink 
2022.05.09 14:37:43.767 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.767 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000006 to condorpool_symlink 
2022.05.09 14:37:43.767 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.767 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000122 to condorpool_symlink 
2022.05.09 14:37:43.767 GMT: [DEBUG]  Trying to get TCEntries for plot_ID1 on resource ALL of type ALL 
2022.05.09 14:37:43.767 GMT: [DEBUG]  [Random Selector] Mapped plot_ID1_ID0000124 to condorpool_symlink 
